product_id,sku_code,product_name,category,subcategory,brand,list_price_inr,base_cogs_inr,price_elasticity_target,total_units_sold,total_gross_revenue_inr,total_discount_inr,total_net_revenue_inr,total_cogs_inr,total_gross_margin_inr,avg_gross_margin_pct,total_fulfillment_cost_inr,total_return_cost_inr,total_pocket_profit_inr,avg_pocket_margin_pct,avg_discount_waterfall_pct,avg_competitor_price_index
PROD_1043,SKU-CON-LAP-1043,KritiTech Laptops & Tablet V1,Consumer Electronics,Laptops & Tablets,KritiTech,4499,3693.28,-2.19,1365.0,6141135.0,1288050.2099999993,4853084.789999999,5041327.2,-188242.41000000012,-3.88,286537.75999999995,0.0,-337488.2300000001,-6.95,9.93,0.993
PROD_1150,SKU-HOM-COO-1150,SmartLiving Cookware & Dining V3,Home & Kitchen,Cookware & Dining,SmartLiving,10279,6706.32,-1.18,583.0,5992657.0,1343897.0199999998,4648759.979999999,3909784.559999998,738975.4200000002,15.9,213022.64000000004,0.0,697854.66,15.01,8.97,0.917
PROD_1179,SKU-HOM-STO-1179,SmartLiving Storage Solution V2,Home & Kitchen,Storage Solutions,SmartLiving,7499,4605.18,-0.64,733.0,5496767.0,901402.3,4595364.699999999,3375596.940000001,1219767.7599999993,26.54,220121.75000000006,0.0,1075017.7199999995,23.39,6.72,0.874
PROD_1166,SKU-HOM-STO-1166,ChefCraft Storage Solution V1,Home & Kitchen,Storage Solutions,ChefCraft,5859,3059.32,-1.06,972.0,5694948.0,1189775.4,4505172.600000001,2973659.0399999996,1531513.56,33.99,231148.77,0.0,1424215.8499999999,31.61,12.03,0.898
PROD_1082,SKU-APP-WES-1082,MetroTreads Western Wear V1,Apparel & Fashion,Western Wear,MetroTreads,5749,2313.52,-1.37,943.0,5421307.0,1069204.77,4352102.230000001,2181649.3600000017,2170452.869999999,49.87,320052.61,877.56,2161297.2799999993,49.66,10.49,0.99
PROD_1097,SKU-APP-FOO-1097,MetroTreads Footwear V1,Apparel & Fashion,Footwear,MetroTreads,4539,1767.05,-1.68,1235.0,5605665.0,1273647.94,4332017.0600000005,2182306.7500000005,2149710.3099999996,49.62,224243.27000000005,0.0,2028919.0200000007,46.84,10.95,1.01
PROD_1095,SKU-APP-FOO-1095,UrbanWeave Footwear V2,Apparel & Fashion,Footwear,UrbanWeave,5139,2802.53,-1.6,1036.0,5324004.0,1013893.87,4310110.129999999,2903421.08,1406689.049999999,32.64,229575.59,0.0,1279738.2599999995,29.69,10.55,0.985
PROD_1061,SKU-APP-ETH-1061,VedaStyles Ethnic Wear V1,Apparel & Fashion,Ethnic Wear,VedaStyles,5669,2036.39,-1.54,877.0,4971713.0,731516.4200000003,4240196.580000001,1785914.03,2454282.55,57.88,270958.4799999999,72365.25,2220526.43,52.37,10.02,0.978
PROD_1064,SKU-APP-ETH-1064,UrbanWeave Ethnic Wear V1,Apparel & Fashion,Ethnic Wear,UrbanWeave,5179,2520.18,-1.41,1018.0,5272222.0,1055008.9200000002,4217213.08,2565543.2400000007,1651669.8399999996,39.16,199100.62000000002,660.38,1528593.7699999996,36.25,10.69,0.992
PROD_1174,SKU-HOM-STO-1174,PureHome Storage Solution V3,Home & Kitchen,Storage Solutions,PureHome,8009,5135.49,-0.83,693.0,5550237.0,1414445.47,4135791.5300000003,3558894.5700000003,576896.9600000002,13.95,173444.22000000003,0.0,697781.9000000003,16.87,9.18,0.88
PROD_1139,SKU-HOM-COO-1139,LivingSpace Cookware & Dining V1,Home & Kitchen,Cookware & Dining,LivingSpace,8639,5099.17,-0.96,576.0,4976064.0,858388.3299999998,4117675.669999999,2937121.92,1180553.7499999998,28.67,197707.85999999996,0.0,1166143.87,28.32,8.12,0.891
PROD_1018,SKU-CON-AUD-1018,TechMax Audio & Headphone V3,Consumer Electronics,Audio & Headphones,TechMax,6979,5452.77,-2.04,745.0,5199355.0,1190854.7000000002,4008500.3000000003,4062313.6500000022,-53813.35000000002,-1.34,192750.1,0.0,121287.77999999998,3.03,9.43,1.009
PROD_1154,SKU-HOM-HOM-1154,LivingSpace Home Decor V1,Home & Kitchen,Home Decor,LivingSpace,9719,6481.78,-0.65,486.0,4723434.0,739489.5500000002,3983944.45,3150145.0799999973,833799.3699999999,20.93,249516.38999999987,0.0,804371.6699999998,20.19,9.47,0.91
PROD_1063,SKU-APP-ETH-1063,VedaStyles Ethnic Wear V3,Apparel & Fashion,Ethnic Wear,VedaStyles,5799,2200.13,-1.53,784.0,4546416.0,660129.1800000002,3886286.82,1724901.9199999997,2161384.9,55.62,166338.65999999997,1305.65,2148365.1300000004,55.28,7.45,0.98
PROD_1009,SKU-CON-SMA-1009,VoltDevices Smartphone V3,Consumer Electronics,Smartphones,VoltDevices,6279,4929.71,-1.55,720.0,4520880.0,643754.49,3877125.51,3549391.1999999965,327734.3099999999,8.45,254470.1600000001,0.0,86814.23000000005,2.24,9.39,1.001
PROD_1130,SKU-HOM-SMA-1130,HomeComfort Small Appliance V1,Home & Kitchen,Small Appliances,HomeComfort,6139,3378.36,-1.11,731.0,4487609.0,653834.1900000001,3833774.8100000005,2469581.160000001,1364193.6500000004,35.58,208765.74999999994,500.8,1285210.1900000004,33.52,7.67,0.889
PROD_1165,SKU-HOM-HOM-1165,SmartLiving Home Decor V3,Home & Kitchen,Home Decor,SmartLiving,4829,3003.19,-0.86,993.0,4795197.0,1008430.4099999998,3786766.5899999994,2982167.669999997,804598.9200000002,21.25,185584.29000000004,0.0,864658.1300000001,22.83,10.16,0.9
PROD_1109,SKU-APP-FAS-1109,UrbanWeave Fashion Accessorie V1,Apparel & Fashion,Fashion Accessories,UrbanWeave,3899,2065.59,-1.31,1208.0,4709992.0,942353.1900000001,3767638.809999999,2495232.720000001,1272406.0899999999,33.77,167865.52000000005,0.0,1341839.1899999995,35.61,11.32,0.981
PROD_1038,SKU-CON-LAP-1038,VoltDevices Laptops & Tablet V2,Consumer Electronics,Laptops & Tablets,VoltDevices,5279,4498.42,-2.01,902.0,4761658.0,1039704.33,3721953.670000001,4057574.839999998,-335621.1699999999,-9.02,225382.47999999995,1180.77,-261463.0200000001,-7.02,10.29,1.032
PROD_1072,SKU-APP-ETH-1072,RoyaleFashions Ethnic Wear V3,Apparel & Fashion,Ethnic Wear,RoyaleFashions,3679,1997.0,-1.42,1164.0,4282356.0,613966.2400000001,3668389.76,2324508.0,1343881.7600000007,36.63,228754.41999999995,1832.17,1224511.3399999999,33.38,7.38,0.996
PROD_1100,SKU-APP-FOO-1100,RoyaleFashions Footwear V1,Apparel & Fashion,Footwear,RoyaleFashions,5219,2422.67,-1.27,808.0,4216952.0,670338.81,3546613.1900000013,1957517.3599999999,1589095.8299999996,44.81,240906.25000000003,0.0,1452681.2799999996,40.96,9.96,0.982
PROD_1065,SKU-APP-ETH-1065,UrbanWeave Ethnic Wear V2,Apparel & Fashion,Ethnic Wear,UrbanWeave,5649,2320.58,-1.73,764.0,4315836.0,771359.6500000003,3544476.350000001,1772923.1199999999,1771553.2300000002,49.98,189741.09000000003,0.0,1717727.0899999994,48.46,8.25,0.981
PROD_1147,SKU-HOM-COO-1147,HomeComfort Cookware & Dining V3,Home & Kitchen,Cookware & Dining,HomeComfort,9789,6280.39,-1.12,430.0,4209270.0,690085.3400000001,3519184.6599999997,2700567.6999999993,818616.9599999996,23.26,165093.07999999984,2168.29,799294.7800000001,22.71,7.6,0.907
PROD_1085,SKU-APP-WES-1085,RoyaleFashions Western Wear V1,Apparel & Fashion,Western Wear,RoyaleFashions,5199,2127.79,-1.73,872.0,4533528.0,1022003.8300000003,3511524.1700000004,1855432.880000001,1656091.2899999998,47.16,182446.68999999994,0.0,1666749.490000001,47.47,11.14,1.007
PROD_1175,SKU-HOM-STO-1175,HomeComfort Storage Solution V1,Home & Kitchen,Storage Solutions,HomeComfort,4899,2875.72,-0.91,909.0,4453191.0,949676.0700000001,3503514.9300000006,2614029.48,889485.4500000001,25.39,185304.17,0.0,799271.3600000001,22.81,9.68,0.886
PROD_1026,SKU-CON-AUD-1026,AuraGadgets Audio & Headphone V2,Consumer Electronics,Audio & Headphones,AuraGadgets,3809,3109.51,-1.79,1091.0,4155619.0,783564.6199999999,3372054.3800000004,3392475.409999998,-20421.030000000006,-0.61,186097.83000000007,0.0,-10284.889999999976,-0.31,8.6,1.014
PROD_1149,SKU-HOM-COO-1149,SmartLiving Cookware & Dining V2,Home & Kitchen,Cookware & Dining,SmartLiving,3379,2110.84,-0.92,1277.0,4314983.0,1016964.1099999999,3298018.89,2695542.6800000016,602476.21,18.27,242846.51,0.0,592209.3199999998,17.96,9.94,0.89
PROD_1069,SKU-APP-ETH-1069,MetroTreads Ethnic Wear V3,Apparel & Fashion,Ethnic Wear,MetroTreads,5269,1935.58,-1.45,725.0,3820025.0,525419.42,3294605.579999999,1403295.4999999993,1891310.08,57.41,156712.77000000008,0.0,1844768.9400000002,55.99,7.68,1.007
PROD_1156,SKU-HOM-HOM-1156,LivingSpace Home Decor V3,Home & Kitchen,Home Decor,LivingSpace,3419,2210.4,-0.91,1190.0,4068610.0,846930.7400000001,3221679.26,2630376.0,591303.26,18.35,168939.40000000002,0.0,526475.48,16.34,8.66,0.871
PROD_1089,SKU-APP-WES-1089,IndiStyle Western Wear V2,Apparel & Fashion,Western Wear,IndiStyle,4119,2131.22,-1.35,968.0,3987192.0,811550.0800000001,3175641.920000001,2063020.9599999988,1112620.9600000002,35.04,133703.49,2002.24,1124599.9199999997,35.41,9.11,0.993
PROD_1088,SKU-APP-WES-1088,IndiStyle Western Wear V1,Apparel & Fashion,Western Wear,IndiStyle,2559,1087.13,-1.2,1525.0,3902475.0,836626.6599999999,3065848.3399999994,1657873.2499999995,1407975.0900000003,45.92,202862.03,1016.56,1265430.1100000003,41.28,9.97,0.987
PROD_1077,SKU-APP-WES-1077,VedaStyles Western Wear V2,Apparel & Fashion,Western Wear,VedaStyles,4489,1592.83,-1.57,805.0,3613645.0,606495.33,3007149.6699999995,1282228.1500000001,1724921.5199999996,57.36,158107.27,0.0,1677494.59,55.78,10.06,1.016
PROD_1144,SKU-HOM-COO-1144,PureHome Cookware & Dining V3,Home & Kitchen,Cookware & Dining,PureHome,6429,3731.82,-0.63,538.0,3458802.0,465980.36,2992821.6400000006,2007719.16,985102.4800000001,32.92,197748.21,510.11,832631.5000000002,27.82,8.45,0.891
PROD_1104,SKU-APP-FOO-1104,IndiStyle Footwear V2,Apparel & Fashion,Footwear,IndiStyle,5729,2493.9,-1.49,609.0,3488961.0,605200.11,2883760.8900000015,1518785.0999999999,1364975.7900000005,47.33,150540.42999999996,3000.22,1266307.51,43.91,10.27,0.994
PROD_1081,SKU-APP-WES-1081,UrbanWeave Western Wear V3,Apparel & Fashion,Western Wear,UrbanWeave,3519,1432.52,-1.6,990.0,3483810.0,613783.9800000001,2870026.0200000005,1418194.800000001,1451831.22,50.59,191317.77999999994,0.0,1312461.6299999997,45.73,9.58,0.977
PROD_1087,SKU-APP-WES-1087,RoyaleFashions Western Wear V3,Apparel & Fashion,Western Wear,RoyaleFashions,2689,1147.75,-1.77,1349.0,3627461.0,785384.2999999998,2842076.7,1548314.75,1293761.9499999995,45.52,196648.08000000002,0.0,1205483.250000001,42.42,10.94,0.991
PROD_1168,SKU-HOM-STO-1168,ChefCraft Storage Solution V3,Home & Kitchen,Storage Solutions,ChefCraft,3449,2187.99,-0.66,1079.0,3721471.0,892252.8400000002,2829218.1600000006,2360841.21,468376.95000000007,16.55,139416.92000000007,0.0,471475.11,16.66,9.62,0.891
PROD_1098,SKU-APP-FOO-1098,MetroTreads Footwear V2,Apparel & Fashion,Footwear,MetroTreads,4629,1798.98,-1.51,758.0,3508782.0,712426.2499999999,2796355.7500000005,1363626.8399999992,1432728.9100000004,51.24,176516.74000000005,1128.31,1532928.0100000002,54.82,7.61,0.962
PROD_1075,SKU-APP-ETH-1075,IndiStyle Ethnic Wear V3,Apparel & Fashion,Ethnic Wear,IndiStyle,4729,2396.83,-1.74,698.0,3300842.0,553780.07,2747061.9300000006,1672987.3400000008,1074074.5899999999,39.1,151251.02000000005,0.0,1037742.5200000003,37.78,8.04,0.981
PROD_1162,SKU-HOM-HOM-1162,HomeComfort Home Decor V3,Home & Kitchen,Home Decor,HomeComfort,2499,1343.25,-0.79,1313.0,3281187.0,662027.56,2619159.4400000004,1763687.25,855472.1900000002,32.66,171210.0300000001,0.0,752665.0499999998,28.74,11.15,0.9
PROD_1124,SKU-HOM-SMA-1124,LivingSpace Small Appliance V1,Home & Kitchen,Small Appliances,LivingSpace,4739,3079.88,-0.99,659.0,3123001.0,530677.96,2592323.039999999,2029640.9199999992,562682.1199999998,21.71,147314.32,0.0,507533.29000000004,19.58,8.75,0.906
PROD_1070,SKU-APP-ETH-1070,RoyaleFashions Ethnic Wear V1,Apparel & Fashion,Ethnic Wear,RoyaleFashions,4889,2053.42,-1.24,598.0,2923622.0,385600.31999999983,2538021.6799999992,1227945.1600000001,1310076.5200000007,51.62,147245.2400000001,10143.1,1183383.2799999998,46.63,8.98,0.971
PROD_1066,SKU-APP-ETH-1066,UrbanWeave Ethnic Wear V3,Apparel & Fashion,Ethnic Wear,UrbanWeave,3879,1365.37,-1.44,835.0,3238965.0,772611.4499999998,2466353.5500000003,1140083.9499999997,1326269.5999999996,53.77,100096.3,793.2,1349846.3599999999,54.73,8.92,1.004
PROD_1086,SKU-APP-WES-1086,RoyaleFashions Western Wear V2,Apparel & Fashion,Western Wear,RoyaleFashions,3199,1456.52,-1.5,889.0,2843911.0,433323.73000000004,2410587.2700000005,1294846.2800000007,1115740.9899999993,46.29,106878.79000000001,0.0,1022074.0599999999,42.4,5.69,0.989
PROD_1073,SKU-APP-ETH-1073,IndiStyle Ethnic Wear V1,Apparel & Fashion,Ethnic Wear,IndiStyle,2069,893.46,-1.77,1362.0,2817978.0,604472.85,2213505.1499999994,1216892.5199999993,996612.6300000001,45.02,98126.29000000004,0.0,1044070.29,47.17,11.66,0.971
PROD_1178,SKU-HOM-STO-1178,SmartLiving Storage Solution V1,Home & Kitchen,Storage Solutions,SmartLiving,4409,2517.36,-0.84,617.0,2720353.0,525640.9799999999,2194712.0199999996,1553211.1200000003,641500.9000000006,29.23,113543.69,0.0,564886.99,25.74,7.46,0.908
PROD_1142,SKU-HOM-COO-1142,PureHome Cookware & Dining V1,Home & Kitchen,Cookware & Dining,PureHome,5779,3384.26,-0.94,505.0,2918395.0,741601.74,2176793.26,1709051.3000000007,467741.95999999985,21.49,102650.40000000007,0.0,523099.8200000001,24.03,11.07,0.862
PROD_1170,SKU-HOM-STO-1170,LivingSpace Storage Solution V2,Home & Kitchen,Storage Solutions,LivingSpace,2389,1472.44,-0.68,1248.0,2981472.0,804858.89,2176613.11,1837605.119999999,339007.9899999999,15.58,183938.16000000003,0.0,301757.2999999998,13.86,10.55,0.901
PROD_1108,SKU-APP-FAS-1108,VedaStyles Fashion Accessorie V3,Apparel & Fashion,Fashion Accessories,VedaStyles,2429,1279.08,-1.27,1082.0,2628178.0,458573.35,2169604.65,1383964.5599999998,785640.0900000001,36.21,103742.36999999998,0.0,745493.8000000002,34.36,9.38,0.988
PROD_1113,SKU-APP-FAS-1113,MetroTreads Fashion Accessorie V2,Apparel & Fashion,Fashion Accessories,MetroTreads,2569,1370.05,-1.41,971.0,2494499.0,328729.23999999993,2165769.76,1330318.5499999998,835451.2099999997,38.58,158947.6,0.0,683428.3499999999,31.56,7.13,0.966
PROD_1145,SKU-HOM-COO-1145,HomeComfort Cookware & Dining V1,Home & Kitchen,Cookware & Dining,HomeComfort,2889,1536.21,-1.05,971.0,2805219.0,652356.4099999999,2152862.59,1491659.91,661202.6799999995,30.71,127379.41,0.0,625159.2999999999,29.04,8.88,0.922
PROD_1105,SKU-APP-FOO-1105,IndiStyle Footwear V3,Apparel & Fashion,Footwear,IndiStyle,2109,1021.32,-1.27,1099.0,2317791.0,311096.48,2006694.5199999998,1122430.6800000004,884263.8399999997,44.07,146743.08000000002,0.0,770738.9800000003,38.41,8.98,0.994
PROD_1102,SKU-APP-FOO-1102,RoyaleFashions Footwear V3,Apparel & Fashion,Footwear,RoyaleFashions,2259,837.85,-1.79,1103.0,2491677.0,518363.69,1973313.31,924148.5500000002,1049164.7599999995,53.17,156299.42,0.0,978830.69,49.6,9.03,0.995
PROD_1114,SKU-APP-FAS-1114,MetroTreads Fashion Accessorie V3,Apparel & Fashion,Fashion Accessories,MetroTreads,2829,1043.13,-1.46,784.0,2217936.0,404165.09,1813770.9100000004,817813.9200000003,995956.99,54.91,82593.42000000001,0.0,997996.4899999998,55.02,8.59,0.995
PROD_1151,SKU-HOM-HOM-1151,ChefCraft Home Decor V1,Home & Kitchen,Home Decor,ChefCraft,3199,2032.73,-1.15,621.0,1986579.0,349052.4999999999,1637526.5000000002,1262325.3299999991,375201.1699999999,22.91,75663.81999999999,0.0,335827.1200000001,20.51,8.78,0.881
PROD_1091,SKU-APP-FOO-1091,VedaStyles Footwear V1,Apparel & Fashion,Footwear,VedaStyles,2629,1107.71,-1.42,757.0,1990153.0,382511.6100000001,1607641.3900000008,838536.47,769104.9199999998,47.84,115211.38000000002,0.0,717301.8700000002,44.62,10.78,0.993
PROD_1167,SKU-HOM-STO-1167,ChefCraft Storage Solution V2,Home & Kitchen,Storage Solutions,ChefCraft,2239,1467.76,-1.1,886.0,1983754.0,390159.19,1593594.81,1300435.3600000003,293159.4499999999,18.4,91653.89999999998,0.0,257122.32999999993,16.13,9.32,0.925
PROD_1133,SKU-HOM-SMA-1133,SmartLiving Small Appliance V1,Home & Kitchen,Small Appliances,SmartLiving,1599,866.09,-0.6,1148.0,1835652.0,331771.72000000015,1503880.2799999996,994271.3200000002,509608.9599999999,33.89,138788.34000000003,0.0,411839.12999999995,27.39,9.64,0.889
PROD_1238,SKU-FMC-HOM-1238,VitalFoods Home Hygiene V1,FMCG & Personal Care,Home Hygiene,VitalFoods,1319,937.0,-0.57,1336.0,1762184.0,273660.84,1488523.16,1251832.0,236691.15999999992,15.9,90543.95999999996,0.0,191708.10000000006,12.88,9.25,0.983
PROD_1068,SKU-APP-ETH-1068,MetroTreads Ethnic Wear V2,Apparel & Fashion,Ethnic Wear,MetroTreads,2479,1217.89,-1.23,691.0,1712989.0,290920.56999999995,1422068.4300000002,841561.9900000009,580506.4399999998,40.82,119625.15,0.0,502968.7599999999,35.37,8.37,0.952
PROD_1140,SKU-HOM-COO-1140,LivingSpace Cookware & Dining V2,Home & Kitchen,Cookware & Dining,LivingSpace,2699,1822.89,-0.83,674.0,1819126.0,417813.30000000005,1401312.700000001,1228627.8600000006,172684.83999999997,12.32,109939.33000000003,0.0,151644.1,10.82,7.94,0.88
PROD_1053,SKU-CON-WEA-1053,VoltDevices Wearable V2,Consumer Electronics,Wearables,VoltDevices,1869,1614.66,-1.65,924.0,1726956.0,340169.22,1386786.78,1491945.8399999996,-105159.06000000006,-7.58,101249.18000000004,0.0,-154061.11000000002,-11.11,8.54,1.023
PROD_1188,SKU-FMC-SKI-1188,CleanGlow Skincare & Grooming V2,FMCG & Personal Care,Skincare & Grooming,CleanGlow,1369,967.01,-0.43,1178.0,1612682.0,272492.61,1340189.39,1139137.780000001,201051.61,15.0,57799.90000000002,0.0,178445.43,13.31,8.68,0.98
PROD_1080,SKU-APP-WES-1080,UrbanWeave Western Wear V2,Apparel & Fashion,Western Wear,UrbanWeave,2749,1416.67,-1.62,578.0,1588922.0,276590.64,1312331.36,818835.2600000001,493496.1,37.6,71957.78,0.0,486130.19000000006,37.04,8.62,0.977
PROD_1216,SKU-FMC-BEV-1216,FreshBite Beverage V3,FMCG & Personal Care,Beverages,FreshBite,1179,863.04,-0.68,1409.0,1661211.0,353809.63999999996,1307401.36,1216023.3599999999,91378.00000000001,6.99,63835.11999999998,0.0,97673.34000000001,7.47,10.19,1.023
PROD_1099,SKU-APP-FOO-1099,MetroTreads Footwear V3,Apparel & Fashion,Footwear,MetroTreads,2539,1002.19,-1.15,680.0,1726520.0,426887.1599999999,1299632.8400000003,681489.2000000001,618143.6400000002,47.56,75981.95999999996,0.0,633769.05,48.77,10.68,0.986
PROD_1158,SKU-HOM-HOM-1158,PureHome Home Decor V2,Home & Kitchen,Home Decor,PureHome,1319,843.65,-0.66,1266.0,1669854.0,373143.76999999996,1296710.2299999995,1068060.9000000006,228649.33000000007,17.63,132990.08999999997,592.16,158641.68,12.23,10.41,0.897
PROD_1120,SKU-APP-FAS-1120,IndiStyle Fashion Accessorie V3,Apparel & Fashion,Fashion Accessories,IndiStyle,899,394.87,-1.43,1830.0,1645170.0,361756.7100000001,1283413.29,722612.0999999996,560801.1900000003,43.7,202844.30000000002,0.0,424363.60000000015,33.07,9.89,0.964
PROD_1181,SKU-FMC-SKI-1181,NurtureNature Skincare & Grooming V1,FMCG & Personal Care,Skincare & Grooming,NurtureNature,1409,1088.9,-0.53,1192.0,1679528.0,403916.59,1275611.4100000006,1297968.8000000003,-22357.39,-1.75,59717.81999999999,0.0,-17308.979999999996,-1.36,9.03,0.965
PROD_1155,SKU-HOM-HOM-1155,LivingSpace Home Decor V2,Home & Kitchen,Home Decor,LivingSpace,1669,1060.98,-0.75,950.0,1585550.0,310091.85000000003,1275458.1499999997,1007930.9999999997,267527.14999999997,20.97,113338.93,301.15,214061.19999999998,16.78,10.34,0.874
PROD_1101,SKU-APP-FOO-1101,RoyaleFashions Footwear V2,Apparel & Fashion,Footwear,RoyaleFashions,1069,394.98,-1.22,1412.0,1509428.0,249177.48999999996,1260250.5099999998,557711.7599999994,702538.7500000002,55.75,123939.19999999998,0.0,638445.8000000003,50.66,9.66,0.972
PROD_1210,SKU-FMC-PAC-1210,VitalFoods Packaged Food V3,FMCG & Personal Care,Packaged Foods,VitalFoods,1379,1028.24,-0.58,1143.0,1576197.0,332256.25999999995,1243940.7399999998,1175278.3199999991,68662.41999999997,5.52,68480.44999999997,0.0,81090.10999999997,6.52,10.61,0.973
PROD_1161,SKU-HOM-HOM-1161,HomeComfort Home Decor V2,Home & Kitchen,Home Decor,HomeComfort,1079,678.12,-1.0,1380.0,1489020.0,257555.14,1231464.86,935805.5999999996,295659.2600000002,24.01,76021.15999999997,0.0,251109.28999999995,20.39,7.97,0.872
PROD_1093,SKU-APP-FOO-1093,VedaStyles Footwear V3,Apparel & Fashion,Footwear,VedaStyles,1579,846.55,-1.79,912.0,1440048.0,216757.21000000002,1223290.7899999998,772053.6000000002,451237.18999999994,36.89,54922.67000000001,0.0,399788.47000000026,32.68,10.79,0.984
PROD_1177,SKU-HOM-STO-1177,HomeComfort Storage Solution V3,Home & Kitchen,Storage Solutions,HomeComfort,1699,886.21,-0.71,853.0,1449247.0,283661.63999999996,1165585.3599999999,755937.1300000001,409648.22999999986,35.15,65630.91,0.0,367972.5399999999,31.57,9.22,0.897
PROD_1169,SKU-HOM-STO-1169,LivingSpace Storage Solution V1,Home & Kitchen,Storage Solutions,LivingSpace,1939,1155.8,-0.61,788.0,1527932.0,384972.91000000003,1142959.09,910770.4000000001,232188.69,20.31,78527.67000000001,0.0,222865.10000000003,19.5,11.58,0.905
PROD_1118,SKU-APP-FAS-1118,IndiStyle Fashion Accessorie V1,Apparel & Fashion,Fashion Accessories,IndiStyle,1729,617.87,-1.12,758.0,1310582.0,196097.99000000002,1114484.01,468345.4599999996,646138.5500000003,57.98,42319.56999999999,0.0,649842.7099999998,58.31,8.6,0.975
PROD_1224,SKU-FMC-BEV-1224,VitalFoods Beverage V2,FMCG & Personal Care,Beverages,VitalFoods,1259,932.19,-0.8,1067.0,1343353.0,246848.34000000003,1096504.6600000001,994646.7299999999,101857.92999999993,9.29,50230.72000000004,0.0,103899.61999999998,9.48,8.29,0.981
PROD_1148,SKU-HOM-COO-1148,SmartLiving Cookware & Dining V1,Home & Kitchen,Cookware & Dining,SmartLiving,2619,1717.27,-0.82,494.0,1293786.0,266171.57,1027614.4299999996,848331.3800000006,179283.05,17.45,50693.36,0.0,195018.77999999985,18.98,8.97,0.896
PROD_1234,SKU-FMC-HOM-1234,CleanGlow Home Hygiene V3,FMCG & Personal Care,Home Hygiene,CleanGlow,1479,1066.58,-0.76,821.0,1214259.0,188788.43000000005,1025470.5700000001,875662.1799999998,149808.39,14.61,47303.73000000002,0.0,115173.92000000001,11.23,10.44,0.999
PROD_1240,SKU-FMC-HOM-1240,VitalFoods Home Hygiene V3,FMCG & Personal Care,Home Hygiene,VitalFoods,819,649.43,-0.53,1463.0,1198197.0,188784.40000000002,1009412.6000000003,950116.0899999999,59296.51000000001,5.87,56847.589999999975,0.0,38124.05,3.78,9.38,1.017
PROD_1096,SKU-APP-FOO-1096,UrbanWeave Footwear V3,Apparel & Fashion,Footwear,UrbanWeave,1149,471.84,-1.19,1160.0,1332840.0,326523.97000000003,1006316.0299999998,547334.4000000001,458981.63000000024,45.61,106433.14999999994,0.0,420203.67000000004,41.76,12.98,0.985
PROD_1218,SKU-FMC-BEV-1218,CleanGlow Beverage V2,FMCG & Personal Care,Beverages,CleanGlow,1299,854.85,-0.76,932.0,1210668.0,213467.27,997200.73,796720.2000000001,200480.53000000003,20.1,59235.61999999999,0.0,174512.55999999997,17.5,9.38,0.994
PROD_1233,SKU-FMC-HOM-1233,CleanGlow Home Hygiene V2,FMCG & Personal Care,Home Hygiene,CleanGlow,979,745.33,-0.48,1181.0,1156199.0,207968.95999999993,948230.04,880234.7299999996,67995.30999999998,7.17,44805.11999999999,0.0,49797.55999999999,5.25,9.37,0.986
PROD_1019,SKU-CON-AUD-1019,SonicX Audio & Headphone V1,Consumer Electronics,Audio & Headphones,SonicX,1899,1516.26,-1.62,644.0,1222956.0,322733.15,900222.85,976471.4400000012,-76248.58999999997,-8.47,80381.22999999998,12182.9,-129829.86000000009,-14.42,9.43,0.989
PROD_1222,SKU-FMC-BEV-1222,AromaEssence Beverage V3,FMCG & Personal Care,Beverages,AromaEssence,1219,942.55,-0.78,923.0,1125137.0,225568.63999999998,899568.3599999999,869973.6500000001,29594.709999999963,3.29,49115.78999999998,0.0,28891.740000000005,3.21,9.35,0.989
PROD_1220,SKU-FMC-BEV-1220,AromaEssence Beverage V1,FMCG & Personal Care,Beverages,AromaEssence,1099,770.58,-0.79,979.0,1075921.0,177792.92999999996,898128.0700000001,754397.8199999997,143730.2499999999,16.0,43978.18000000001,0.0,112308.70000000001,12.5,8.06,0.998
PROD_1152,SKU-HOM-HOM-1152,ChefCraft Home Decor V2,Home & Kitchen,Home Decor,ChefCraft,2509,1521.14,-0.98,426.0,1068834.0,197049.35,871784.65,648005.6400000004,223779.00999999998,25.67,44336.14000000001,0.0,238272.65000000005,27.33,9.5,0.896
PROD_1205,SKU-FMC-PAC-1205,AromaEssence Packaged Food V1,FMCG & Personal Care,Packaged Foods,AromaEssence,929,687.6,-0.73,1167.0,1084143.0,214858.20000000007,869284.7999999998,802429.2000000002,66855.6,7.69,35584.1,0.0,65707.29999999999,7.56,8.38,0.97
PROD_1116,SKU-APP-FAS-1116,RoyaleFashions Fashion Accessorie V2,Apparel & Fashion,Fashion Accessories,RoyaleFashions,1139,478.56,-1.39,897.0,1021683.0,160791.47999999998,860891.52,429268.31999999983,431623.20000000024,50.14,93449.61999999995,0.0,364716.6100000001,42.36,8.07,0.99
PROD_1208,SKU-FMC-PAC-1208,VitalFoods Packaged Food V1,FMCG & Personal Care,Packaged Foods,VitalFoods,1129,826.62,-0.67,908.0,1025132.0,173421.18,851710.8200000003,750570.9599999995,101139.86,11.87,38851.27,0.0,85140.01000000001,10.0,9.66,0.991
