customer_id,customer_name,customer_type,region,city_tier,contract_discount_pct,join_date
CUST_00338,Client Account 0338,Retail Standard,West,Tier 3,0.0,2023-09-05
CUST_00339,Client Account 0339,Retail Gold,South,Tier 3,0.0,2023-06-28
CUST_00340,Client Account 0340,B2B SMB,East,Tier 2,0.138,2023-07-29
CUST_00341,Client Account 0341,Retail Silver,North,Tier 2,0.0,2022-09-26
CUST_00342,Client Account 0342,Retail Gold,West,Tier 3,0.0,2023-07-25
CUST_00343,Client Account 0343,Retail Platinum,East,Tier 2,0.053,2022-07-15
CUST_00344,Client Account 0344,Retail Standard,South,Tier 1,0.0,2023-10-07
CUST_00345,Client Account 0345,Retail Standard,West,Tier 3,0.0,2023-01-07
CUST_00346,Client Account 0346,Retail Standard,South,Tier 2,0.0,2023-01-12
CUST_00347,Client Account 0347,Retail Silver,East,Tier 2,0.0,2023-04-02
CUST_00348,Client Account 0348,Retail Gold,South,Tier 3,0.0,2023-08-11
CUST_00349,Client Account 0349,Retail Gold,South,Tier 1,0.0,2022-06-05
CUST_00350,Client Account 0350,Retail Standard,South,Tier 2,0.0,2023-11-06
CUST_00351,Client Account 0351,B2B SMB,North,Tier 2,0.091,2022-03-16
CUST_00352,Client Account 0352,Retail Silver,West,Tier 2,0.0,2022-09-30
CUST_00353,Client Account 0353,Retail Standard,East,Tier 3,0.0,2022-10-16
CUST_00354,Client Account 0354,B2B SMB,West,Tier 1,0.099,2022-09-05
CUST_00355,Client Account 0355,B2B SMB,East,Tier 1,0.119,2022-01-01
CUST_00356,Client Account 0356,Retail Standard,East,Tier 1,0.0,2023-08-02
CUST_00357,Client Account 0357,Retail Silver,North,Tier 1,0.0,2022-05-23
CUST_00358,Client Account 0358,Retail Platinum,East,Tier 2,0.062,2023-10-16
CUST_00359,Client Account 0359,Retail Standard,North,Tier 2,0.0,2022-07-26
CUST_00360,Client Account 0360,Retail Gold,North,Tier 3,0.0,2022-08-07
CUST_00361,Client Account 0361,Retail Silver,East,Tier 1,0.0,2023-07-12
CUST_00362,Client Account 0362,Retail Silver,West,Tier 1,0.0,2023-12-03
CUST_00363,Client Account 0363,Retail Gold,South,Tier 3,0.0,2023-05-22
CUST_00364,Client Account 0364,Retail Gold,North,Tier 1,0.0,2022-09-27
CUST_00365,Client Account 0365,Retail Standard,East,Tier 1,0.0,2022-03-24
CUST_00366,Client Account 0366,Retail Standard,East,Tier 2,0.0,2023-12-14
CUST_00367,Client Account 0367,Retail Standard,North,Tier 3,0.0,2022-03-04
CUST_00368,Client Account 0368,Retail Silver,West,Tier 3,0.0,2023-05-23
CUST_00369,Client Account 0369,Retail Silver,West,Tier 1,0.0,2023-03-13
CUST_00370,Client Account 0370,Retail Silver,West,Tier 1,0.0,2022-09-22
CUST_00371,Client Account 0371,B2B Enterprise,West,Tier 1,0.232,2022-11-30
CUST_00372,Client Account 0372,Retail Standard,West,Tier 1,0.0,2023-05-29
CUST_00373,Client Account 0373,Retail Silver,South,Tier 1,0.0,2023-09-24
CUST_00374,Client Account 0374,Retail Platinum,East,Tier 2,0.075,2023-03-08
CUST_00375,Client Account 0375,B2B Enterprise,East,Tier 1,0.229,2023-04-14
CUST_00376,Client Account 0376,Retail Silver,North,Tier 1,0.0,2023-11-15
CUST_00377,Client Account 0377,B2B SMB,North,Tier 2,0.082,2022-02-04
CUST_00378,Client Account 0378,Retail Standard,West,Tier 3,0.0,2022-01-08
CUST_00379,Client Account 0379,Retail Silver,East,Tier 1,0.0,2023-03-14
CUST_00380,Client Account 0380,Retail Gold,East,Tier 1,0.0,2023-10-21
CUST_00381,Client Account 0381,Retail Standard,North,Tier 1,0.0,2023-06-17
CUST_00382,Client Account 0382,Retail Silver,West,Tier 2,0.0,2022-06-28
CUST_00383,Client Account 0383,Retail Platinum,East,Tier 1,0.057,2022-03-17
CUST_00384,Client Account 0384,Retail Silver,South,Tier 1,0.0,2022-06-11
CUST_00385,Client Account 0385,Retail Silver,North,Tier 2,0.0,2022-03-28
CUST_00386,Client Account 0386,Retail Gold,South,Tier 1,0.0,2023-07-27
CUST_00387,Client Account 0387,Retail Silver,South,Tier 3,0.0,2023-04-12
CUST_00388,Client Account 0388,Retail Gold,North,Tier 2,0.0,2023-09-13
CUST_00389,Client Account 0389,Retail Silver,West,Tier 2,0.0,2023-03-08
CUST_00390,Client Account 0390,Retail Gold,West,Tier 2,0.0,2023-12-02
CUST_00391,Client Account 0391,B2B Enterprise,South,Tier 1,0.233,2023-02-08
CUST_00392,Client Account 0392,B2B SMB,South,Tier 2,0.106,2023-12-05
CUST_00393,Client Account 0393,Retail Silver,East,Tier 1,0.0,2022-08-21
CUST_00394,Client Account 0394,Retail Gold,North,Tier 1,0.0,2023-06-13
CUST_00395,Client Account 0395,B2B SMB,East,Tier 3,0.114,2023-07-05
CUST_00396,Client Account 0396,Retail Silver,East,Tier 1,0.0,2022-11-29
CUST_00397,Client Account 0397,Retail Standard,North,Tier 1,0.0,2023-09-12
CUST_00398,Client Account 0398,Retail Standard,West,Tier 3,0.0,2022-04-19
CUST_00399,Client Account 0399,Retail Silver,West,Tier 1,0.0,2023-08-25
CUST_00400,Client Account 0400,Retail Standard,South,Tier 2,0.0,2022-06-02
CUST_00401,Client Account 0401,Retail Silver,East,Tier 2,0.0,2023-03-07
CUST_00402,Client Account 0402,B2B SMB,East,Tier 3,0.095,2022-11-20
CUST_00403,Client Account 0403,Retail Gold,East,Tier 2,0.0,2023-04-30
CUST_00404,Client Account 0404,B2B SMB,West,Tier 2,0.134,2022-11-28
CUST_00405,Client Account 0405,B2B SMB,East,Tier 2,0.105,2022-04-15
CUST_00406,Client Account 0406,Retail Silver,East,Tier 2,0.0,2022-09-23
CUST_00407,Client Account 0407,Retail Silver,East,Tier 3,0.0,2023-01-12
CUST_00408,Client Account 0408,Retail Platinum,East,Tier 2,0.054,2023-05-29
CUST_00409,Client Account 0409,Retail Silver,East,Tier 2,0.0,2022-10-23
CUST_00410,Client Account 0410,Retail Standard,North,Tier 1,0.0,2023-02-23
CUST_00411,Client Account 0411,Retail Gold,East,Tier 2,0.0,2022-12-23
CUST_00412,Client Account 0412,B2B SMB,North,Tier 1,0.108,2023-02-12
CUST_00413,Client Account 0413,Retail Silver,West,Tier 1,0.0,2022-04-17
CUST_00414,Client Account 0414,Retail Gold,East,Tier 1,0.0,2022-03-14
CUST_00415,Client Account 0415,Retail Gold,South,Tier 2,0.0,2022-12-30
CUST_00416,Client Account 0416,Retail Standard,East,Tier 2,0.0,2022-06-21
CUST_00417,Client Account 0417,Retail Standard,East,Tier 1,0.0,2022-03-16
CUST_00418,Client Account 0418,Retail Silver,South,Tier 1,0.0,2022-04-28
CUST_00419,Client Account 0419,Retail Standard,North,Tier 2,0.0,2022-10-17
CUST_00420,Client Account 0420,Retail Platinum,North,Tier 2,0.051,2022-07-12
CUST_00421,Client Account 0421,Retail Standard,East,Tier 1,0.0,2023-03-20
CUST_00422,Client Account 0422,Retail Gold,East,Tier 1,0.0,2023-04-24
CUST_00423,Client Account 0423,Retail Standard,East,Tier 1,0.0,2023-07-30
CUST_00424,Client Account 0424,Retail Silver,South,Tier 3,0.0,2023-03-16
CUST_00425,Client Account 0425,Retail Standard,North,Tier 1,0.0,2023-09-17
CUST_00426,Client Account 0426,B2B SMB,North,Tier 1,0.139,2023-08-02
CUST_00427,Client Account 0427,Retail Standard,West,Tier 1,0.0,2023-03-06
CUST_00428,Client Account 0428,B2B Enterprise,West,Tier 1,0.19,2022-09-19
CUST_00429,Client Account 0429,Retail Standard,East,Tier 2,0.0,2023-04-30
CUST_00430,Client Account 0430,Retail Standard,North,Tier 3,0.0,2022-02-04
CUST_00431,Client Account 0431,Retail Standard,West,Tier 3,0.0,2022-07-20
CUST_00432,Client Account 0432,Retail Standard,North,Tier 2,0.0,2023-09-30
CUST_00433,Client Account 0433,Retail Gold,North,Tier 3,0.0,2022-10-05
CUST_00434,Client Account 0434,Retail Silver,North,Tier 2,0.0,2023-11-05
CUST_00435,Client Account 0435,Retail Platinum,North,Tier 3,0.063,2023-07-08
CUST_00436,Client Account 0436,Retail Standard,North,Tier 1,0.0,2023-05-12
CUST_00437,Client Account 0437,Retail Silver,East,Tier 1,0.0,2022-10-27
CUST_00438,Client Account 0438,Retail Standard,West,Tier 1,0.0,2023-08-27
CUST_00439,Client Account 0439,Retail Silver,North,Tier 1,0.0,2022-04-21
CUST_00440,Client Account 0440,Retail Standard,West,Tier 1,0.0,2022-09-30
CUST_00441,Client Account 0441,Retail Standard,South,Tier 2,0.0,2023-10-26
CUST_00442,Client Account 0442,Retail Silver,North,Tier 2,0.0,2023-06-04
CUST_00443,Client Account 0443,B2B Enterprise,North,Tier 2,0.241,2022-03-05
CUST_00444,Client Account 0444,Retail Silver,South,Tier 2,0.0,2023-11-16
CUST_00445,Client Account 0445,Retail Silver,South,Tier 1,0.0,2023-01-30
CUST_00446,Client Account 0446,Retail Silver,North,Tier 2,0.0,2022-01-20
CUST_00447,Client Account 0447,Retail Silver,South,Tier 3,0.0,2023-06-13
CUST_00448,Client Account 0448,Retail Standard,South,Tier 3,0.0,2023-08-05
CUST_00449,Client Account 0449,Retail Silver,South,Tier 2,0.0,2023-08-10
CUST_00450,Client Account 0450,Retail Platinum,West,Tier 1,0.068,2023-12-05
CUST_00451,Client Account 0451,Retail Silver,South,Tier 2,0.0,2022-03-23
CUST_00452,Client Account 0452,Retail Gold,East,Tier 2,0.0,2022-12-31
CUST_00453,Client Account 0453,Retail Silver,East,Tier 1,0.0,2022-04-26
CUST_00454,Client Account 0454,B2B Enterprise,North,Tier 3,0.239,2022-05-27
CUST_00455,Client Account 0455,Retail Gold,East,Tier 1,0.0,2022-01-13
CUST_00456,Client Account 0456,Retail Standard,North,Tier 3,0.0,2023-12-21
CUST_00457,Client Account 0457,Retail Standard,South,Tier 2,0.0,2023-11-14
CUST_00458,Client Account 0458,Retail Standard,South,Tier 1,0.0,2022-05-06
CUST_00459,Client Account 0459,Retail Silver,West,Tier 3,0.0,2023-10-26
CUST_00460,Client Account 0460,Retail Standard,South,Tier 3,0.0,2022-10-30
CUST_00461,Client Account 0461,Retail Standard,South,Tier 2,0.0,2022-04-23
CUST_00462,Client Account 0462,B2B SMB,South,Tier 1,0.124,2022-01-25
CUST_00463,Client Account 0463,Retail Silver,East,Tier 1,0.0,2023-10-10
CUST_00464,Client Account 0464,Retail Standard,West,Tier 3,0.0,2022-09-14
CUST_00465,Client Account 0465,Retail Standard,South,Tier 1,0.0,2023-06-19
CUST_00466,Client Account 0466,Retail Silver,South,Tier 1,0.0,2022-09-17
CUST_00467,Client Account 0467,Retail Gold,South,Tier 1,0.0,2023-08-07
CUST_00468,Client Account 0468,B2B SMB,West,Tier 2,0.122,2022-02-14
CUST_00469,Client Account 0469,Retail Standard,East,Tier 3,0.0,2022-03-07
CUST_00470,Client Account 0470,B2B SMB,East,Tier 3,0.095,2022-12-24
CUST_00471,Client Account 0471,B2B SMB,South,Tier 2,0.12,2023-05-23
CUST_00472,Client Account 0472,Retail Standard,East,Tier 3,0.0,2023-09-24
CUST_00473,Client Account 0473,Retail Gold,East,Tier 1,0.0,2022-08-19
CUST_00474,Client Account 0474,Retail Silver,North,Tier 2,0.0,2023-11-01
CUST_00475,Client Account 0475,Retail Standard,North,Tier 1,0.0,2022-11-09
CUST_00476,Client Account 0476,Retail Standard,East,Tier 3,0.0,2022-01-23
CUST_00477,Client Account 0477,Retail Standard,South,Tier 2,0.0,2023-04-01
CUST_00478,Client Account 0478,Retail Silver,West,Tier 2,0.0,2022-01-14
CUST_00479,Client Account 0479,Retail Silver,South,Tier 3,0.0,2023-02-12
CUST_00480,Client Account 0480,Retail Gold,South,Tier 2,0.0,2022-07-24
CUST_00481,Client Account 0481,Retail Standard,West,Tier 1,0.0,2023-09-23
CUST_00482,Client Account 0482,Retail Platinum,South,Tier 1,0.069,2022-03-16
CUST_00483,Client Account 0483,Retail Gold,North,Tier 1,0.0,2022-08-29
CUST_00484,Client Account 0484,Retail Silver,South,Tier 2,0.0,2023-12-27
CUST_00485,Client Account 0485,Retail Standard,East,Tier 2,0.0,2023-01-25
CUST_00486,Client Account 0486,Retail Platinum,North,Tier 1,0.078,2023-09-25
CUST_00487,Client Account 0487,Retail Gold,East,Tier 2,0.0,2023-11-05
CUST_00488,Client Account 0488,Retail Gold,West,Tier 3,0.0,2022-05-21
CUST_00489,Client Account 0489,Retail Gold,South,Tier 1,0.0,2023-11-22
CUST_00490,Client Account 0490,B2B SMB,South,Tier 1,0.114,2023-12-30
CUST_00491,Client Account 0491,Retail Standard,South,Tier 1,0.0,2023-12-26
CUST_00492,Client Account 0492,Retail Standard,North,Tier 1,0.0,2023-06-20
CUST_00493,Client Account 0493,Retail Standard,North,Tier 2,0.0,2023-08-29
CUST_00494,Client Account 0494,Retail Gold,West,Tier 2,0.0,2023-10-14
CUST_00495,Client Account 0495,Retail Standard,North,Tier 1,0.0,2022-10-31
CUST_00496,Client Account 0496,Retail Gold,West,Tier 1,0.0,2022-10-30
CUST_00497,Client Account 0497,B2B SMB,West,Tier 1,0.102,2023-03-31
CUST_00498,Client Account 0498,Retail Standard,South,Tier 2,0.0,2022-04-10
CUST_00499,Client Account 0499,Retail Standard,West,Tier 1,0.0,2022-06-15
CUST_00500,Client Account 0500,Retail Silver,West,Tier 2,0.0,2022-04-10
