product_id,sku_code,product_name,category,subcategory,brand,list_price_inr,base_cogs_inr,weight_kg,price_elasticity_target,is_active
PROD_1177,SKU-HOM-STO-1177,HomeComfort Storage Solution V3,Home & Kitchen,Storage Solutions,HomeComfort,1699,886.21,1.91,-0.71,True
PROD_1178,SKU-HOM-STO-1178,SmartLiving Storage Solution V1,Home & Kitchen,Storage Solutions,SmartLiving,4409,2517.36,4.23,-0.84,True
PROD_1179,SKU-HOM-STO-1179,SmartLiving Storage Solution V2,Home & Kitchen,Storage Solutions,SmartLiving,7499,4605.18,2.05,-0.64,True
PROD_1180,SKU-HOM-STO-1180,SmartLiving Storage Solution V3,Home & Kitchen,Storage Solutions,SmartLiving,12589,6616.72,0.86,-0.76,True
PROD_1181,SKU-FMC-SKI-1181,NurtureNature Skincare & Grooming V1,FMCG & Personal Care,Skincare & Grooming,NurtureNature,1409,1088.9,0.16,-0.53,True
PROD_1182,SKU-FMC-SKI-1182,NurtureNature Skincare & Grooming V2,FMCG & Personal Care,Skincare & Grooming,NurtureNature,899,605.68,0.23,-0.5,True
PROD_1183,SKU-FMC-SKI-1183,NurtureNature Skincare & Grooming V3,FMCG & Personal Care,Skincare & Grooming,NurtureNature,381,295.45,0.25,-0.49,True
PROD_1184,SKU-FMC-SKI-1184,FreshBite Skincare & Grooming V1,FMCG & Personal Care,Skincare & Grooming,FreshBite,1029,742.46,0.42,-0.46,True
PROD_1185,SKU-FMC-SKI-1185,FreshBite Skincare & Grooming V2,FMCG & Personal Care,Skincare & Grooming,FreshBite,649,439.7,0.5,-0.71,True
PROD_1186,SKU-FMC-SKI-1186,FreshBite Skincare & Grooming V3,FMCG & Personal Care,Skincare & Grooming,FreshBite,749,565.34,0.77,-0.65,True
PROD_1187,SKU-FMC-SKI-1187,CleanGlow Skincare & Grooming V1,FMCG & Personal Care,Skincare & Grooming,CleanGlow,424,281.99,0.45,-0.63,True
PROD_1188,SKU-FMC-SKI-1188,CleanGlow Skincare & Grooming V2,FMCG & Personal Care,Skincare & Grooming,CleanGlow,1369,967.01,0.21,-0.43,True
PROD_1189,SKU-FMC-SKI-1189,CleanGlow Skincare & Grooming V3,FMCG & Personal Care,Skincare & Grooming,CleanGlow,979,734.02,0.23,-0.5,True
PROD_1190,SKU-FMC-SKI-1190,AromaEssence Skincare & Grooming V1,FMCG & Personal Care,Skincare & Grooming,AromaEssence,969,697.66,0.9,-0.51,True
PROD_1191,SKU-FMC-SKI-1191,AromaEssence Skincare & Grooming V2,FMCG & Personal Care,Skincare & Grooming,AromaEssence,311,234.26,0.32,-0.53,True
PROD_1192,SKU-FMC-SKI-1192,AromaEssence Skincare & Grooming V3,FMCG & Personal Care,Skincare & Grooming,AromaEssence,145,103.6,0.79,-0.46,True
PROD_1193,SKU-FMC-SKI-1193,VitalFoods Skincare & Grooming V1,FMCG & Personal Care,Skincare & Grooming,VitalFoods,579,391.87,0.2,-0.48,True
PROD_1194,SKU-FMC-SKI-1194,VitalFoods Skincare & Grooming V2,FMCG & Personal Care,Skincare & Grooming,VitalFoods,277,205.09,0.82,-0.83,True
PROD_1195,SKU-FMC-SKI-1195,VitalFoods Skincare & Grooming V3,FMCG & Personal Care,Skincare & Grooming,VitalFoods,419,289.81,0.75,-0.58,True
PROD_1196,SKU-FMC-PAC-1196,NurtureNature Packaged Food V1,FMCG & Personal Care,Packaged Foods,NurtureNature,1069,768.17,0.33,-0.73,True
PROD_1197,SKU-FMC-PAC-1197,NurtureNature Packaged Food V2,FMCG & Personal Care,Packaged Foods,NurtureNature,353,234.3,0.63,-0.7,True
PROD_1198,SKU-FMC-PAC-1198,NurtureNature Packaged Food V3,FMCG & Personal Care,Packaged Foods,NurtureNature,739,486.19,0.24,-0.61,True
PROD_1199,SKU-FMC-PAC-1199,FreshBite Packaged Food V1,FMCG & Personal Care,Packaged Foods,FreshBite,809,573.0,0.12,-0.46,True
PROD_1200,SKU-FMC-PAC-1200,FreshBite Packaged Food V2,FMCG & Personal Care,Packaged Foods,FreshBite,1399,1000.61,0.73,-0.44,True
PROD_1201,SKU-FMC-PAC-1201,FreshBite Packaged Food V3,FMCG & Personal Care,Packaged Foods,FreshBite,1089,846.28,0.62,-0.6,True
PROD_1202,SKU-FMC-PAC-1202,CleanGlow Packaged Food V1,FMCG & Personal Care,Packaged Foods,CleanGlow,689,475.09,0.94,-0.44,True
PROD_1203,SKU-FMC-PAC-1203,CleanGlow Packaged Food V2,FMCG & Personal Care,Packaged Foods,CleanGlow,729,570.82,0.99,-0.48,True
PROD_1204,SKU-FMC-PAC-1204,CleanGlow Packaged Food V3,FMCG & Personal Care,Packaged Foods,CleanGlow,273,180.69,0.88,-0.64,True
PROD_1205,SKU-FMC-PAC-1205,AromaEssence Packaged Food V1,FMCG & Personal Care,Packaged Foods,AromaEssence,929,687.6,0.15,-0.73,True
PROD_1206,SKU-FMC-PAC-1206,AromaEssence Packaged Food V2,FMCG & Personal Care,Packaged Foods,AromaEssence,1219,974.35,0.4,-0.7,True
PROD_1207,SKU-FMC-PAC-1207,AromaEssence Packaged Food V3,FMCG & Personal Care,Packaged Foods,AromaEssence,849,562.06,0.41,-0.73,True
PROD_1208,SKU-FMC-PAC-1208,VitalFoods Packaged Food V1,FMCG & Personal Care,Packaged Foods,VitalFoods,1129,826.62,0.3,-0.67,True
PROD_1209,SKU-FMC-PAC-1209,VitalFoods Packaged Food V2,FMCG & Personal Care,Packaged Foods,VitalFoods,296,228.97,0.55,-0.69,True
PROD_1210,SKU-FMC-PAC-1210,VitalFoods Packaged Food V3,FMCG & Personal Care,Packaged Foods,VitalFoods,1379,1028.24,0.62,-0.58,True
PROD_1211,SKU-FMC-BEV-1211,NurtureNature Beverage V1,FMCG & Personal Care,Beverages,NurtureNature,117,81.95,0.26,-0.42,True
PROD_1212,SKU-FMC-BEV-1212,NurtureNature Beverage V2,FMCG & Personal Care,Beverages,NurtureNature,307,226.51,0.18,-0.4,True
PROD_1213,SKU-FMC-BEV-1213,NurtureNature Beverage V3,FMCG & Personal Care,Beverages,NurtureNature,799,567.84,0.16,-0.53,True
PROD_1214,SKU-FMC-BEV-1214,FreshBite Beverage V1,FMCG & Personal Care,Beverages,FreshBite,392,260.79,0.28,-0.8,True
PROD_1215,SKU-FMC-BEV-1215,FreshBite Beverage V2,FMCG & Personal Care,Beverages,FreshBite,150,109.38,0.61,-0.87,True
PROD_1216,SKU-FMC-BEV-1216,FreshBite Beverage V3,FMCG & Personal Care,Beverages,FreshBite,1179,863.04,0.57,-0.68,True
PROD_1217,SKU-FMC-BEV-1217,CleanGlow Beverage V1,FMCG & Personal Care,Beverages,CleanGlow,659,471.88,0.24,-0.81,True
PROD_1218,SKU-FMC-BEV-1218,CleanGlow Beverage V2,FMCG & Personal Care,Beverages,CleanGlow,1299,854.85,0.44,-0.76,True
PROD_1219,SKU-FMC-BEV-1219,CleanGlow Beverage V3,FMCG & Personal Care,Beverages,CleanGlow,999,737.95,0.12,-0.82,True
PROD_1220,SKU-FMC-BEV-1220,AromaEssence Beverage V1,FMCG & Personal Care,Beverages,AromaEssence,1099,770.58,0.12,-0.79,True
PROD_1221,SKU-FMC-BEV-1221,AromaEssence Beverage V2,FMCG & Personal Care,Beverages,AromaEssence,422,295.07,0.12,-0.85,True
PROD_1222,SKU-FMC-BEV-1222,AromaEssence Beverage V3,FMCG & Personal Care,Beverages,AromaEssence,1219,942.55,0.69,-0.78,True
PROD_1223,SKU-FMC-BEV-1223,VitalFoods Beverage V1,FMCG & Personal Care,Beverages,VitalFoods,238,181.72,0.75,-0.47,True
PROD_1224,SKU-FMC-BEV-1224,VitalFoods Beverage V2,FMCG & Personal Care,Beverages,VitalFoods,1259,932.19,0.7,-0.8,True
PROD_1225,SKU-FMC-BEV-1225,VitalFoods Beverage V3,FMCG & Personal Care,Beverages,VitalFoods,509,338.76,0.11,-0.86,True
PROD_1226,SKU-FMC-HOM-1226,NurtureNature Home Hygiene V1,FMCG & Personal Care,Home Hygiene,NurtureNature,390,310.45,0.26,-0.61,True
PROD_1227,SKU-FMC-HOM-1227,NurtureNature Home Hygiene V2,FMCG & Personal Care,Home Hygiene,NurtureNature,689,458.94,0.84,-0.73,True
PROD_1228,SKU-FMC-HOM-1228,NurtureNature Home Hygiene V3,FMCG & Personal Care,Home Hygiene,NurtureNature,462,343.29,0.63,-0.77,True
PROD_1229,SKU-FMC-HOM-1229,FreshBite Home Hygiene V1,FMCG & Personal Care,Home Hygiene,FreshBite,969,715.69,0.6,-0.68,True
PROD_1230,SKU-FMC-HOM-1230,FreshBite Home Hygiene V2,FMCG & Personal Care,Home Hygiene,FreshBite,509,334.79,0.79,-0.83,True
PROD_1231,SKU-FMC-HOM-1231,FreshBite Home Hygiene V3,FMCG & Personal Care,Home Hygiene,FreshBite,1309,951.49,0.91,-0.5,True
PROD_1232,SKU-FMC-HOM-1232,CleanGlow Home Hygiene V1,FMCG & Personal Care,Home Hygiene,CleanGlow,689,548.88,0.34,-0.63,True
PROD_1233,SKU-FMC-HOM-1233,CleanGlow Home Hygiene V2,FMCG & Personal Care,Home Hygiene,CleanGlow,979,745.33,0.23,-0.48,True
PROD_1234,SKU-FMC-HOM-1234,CleanGlow Home Hygiene V3,FMCG & Personal Care,Home Hygiene,CleanGlow,1479,1066.58,0.25,-0.76,True
PROD_1235,SKU-FMC-HOM-1235,AromaEssence Home Hygiene V1,FMCG & Personal Care,Home Hygiene,AromaEssence,124,82.19,0.21,-0.61,True
PROD_1236,SKU-FMC-HOM-1236,AromaEssence Home Hygiene V2,FMCG & Personal Care,Home Hygiene,AromaEssence,482,345.53,0.69,-0.49,True
PROD_1237,SKU-FMC-HOM-1237,AromaEssence Home Hygiene V3,FMCG & Personal Care,Home Hygiene,AromaEssence,387,308.96,0.22,-0.45,True
PROD_1238,SKU-FMC-HOM-1238,VitalFoods Home Hygiene V1,FMCG & Personal Care,Home Hygiene,VitalFoods,1319,937.0,0.64,-0.57,True
PROD_1239,SKU-FMC-HOM-1239,VitalFoods Home Hygiene V2,FMCG & Personal Care,Home Hygiene,VitalFoods,344,228.02,0.48,-0.71,True
PROD_1240,SKU-FMC-HOM-1240,VitalFoods Home Hygiene V3,FMCG & Personal Care,Home Hygiene,VitalFoods,819,649.43,0.25,-0.53,True
