transaction_id,date,customer_id,product_id,category,region,channel,units,list_price,selling_price,discount,discount_pct,revenue,variable_cost,gross_profit,promotion_flag,promotion_type,customer_segment
TXN_000904,2024-04-29,CST_0665,PRD_141,Home & Kitchen,Central,Physical Retail Store,2,11339.0,11339.0,0.0,0.0,22678.0,14293.32,8384.68,0,Baseline / None,Retail Platinum
TXN_000905,2025-03-26,CST_0576,PRD_146,FMCG & Personal Care,Central,Physical Retail Store,1,286.53,286.53,0.0,0.0,286.53,212.9,73.63,0,Baseline / None,Retail Platinum
TXN_000906,2025-12-20,CST_0604,PRD_123,Apparel & Fashion  ,North,Physical Retail Store,1,1739.0,1739.0,0.0,0.0,1739.0,812.97,926.03,0,Baseline / None,Retail Platinum
TXN_000907,2025-02-25,CST_0706,PRD_138,Home & Kitchen,East,Quick-Commerce,4,9449.0,8315.12,1133.88,12.0,33260.48,25616.58,7643.9,1,Flash Wednesday,Retail Silver
TXN_000908,2024-07-03,CST_0747,PRD_101,Consumer Electronics,South,E-Commerce Marketplace,4,25909.0,25909.0,0.0,0.0,103636.0,94819.52,8816.48,0,Baseline / None,Retail Platinum
TXN_000909,2025-09-02,CST_0582,PRD_105,Consumer Electronics,West,Quick-Commerce,68,40069.0,35621.34,4447.66,11.1,2422251.12,2519693.37,-97442.25,0,Baseline / None,B2B SMB
TXN_000910,2024-03-16,CST_0326,PRD_129,Apparel & Fashion,South,E-Commerce Direct,3,989.0,919.77,69.23,7.0,2759.31,1763.88,995.43,0,Baseline / None,Retail Gold
TXN_000911,2025-12-02,CST_0509,PRD_119,Apparel & Fashion,North-East,Quick-Commerce,3,1939.0,1939.0,0.0,0.0,5817.0,3841.92,1975.08,0,Baseline / None,Retail Standard
TXN_000912,2024-10-13,CST_0080,PRD_131,Home & Kitchen,West,Physical Retail Store,2,5599.0,4479.2,1119.8,20.0,8958.4,7576.38,1382.02,1,Festive Dhamaka,Retail Gold
TXN_000913,2025-08-18,CST_0652,PRD_112,Consumer Electronics,North-East,Physical Retail Store,31,20759.0,18766.14,1992.86,9.6,581750.34,,9933.73,0,Baseline / None,B2B SMB
TXN_000914,2025-01-22,CST_0687,PRD_143,Home & Kitchen,North,Physical Retail Store,3,4659.0,3261.3,1397.7,30.0,9783.9,9266.35,517.55,1,EOSS Clearance,Retail Silver
TXN_000915,2025-09-17,CST_0272,PRD_127,Apparel & Fashion,North-East,Physical Retail Store,86,4729.0,4412.16,316.84,6.7,379445.76,169869.61,209576.15,0,Baseline / None,B2B SMB
TXN_000916,2024-12-02,CST_0070,PRD_145,Home & Kitchen,North,Physical Retail Store,1,11629.0,11629.0,0.0,0.0,11629.0,7610.55,4018.45,0,Baseline / None,Retail Silver
TXN_000917,2024-09-29,CST_0111,PRD_101,Consumer Electronics,South,Physical Retail Store,81,25909.0,18058.57,7850.43,30.3,1462744.17,1720410.72,-257666.55,1,Flash Wednesday,B2B Enterprise
TXN_000918,2025-12-31,CST_0449,PRD_154,FMCG & Personal Care,South,Physical Retail Store,2,619.0,619.0,0.0,0.0,1238.0,912.0,326.0,0,Baseline / None,Retail Gold
TXN_000919,2024-11-23,CST_0424,PRD_164,Footwear,Central,Physical Retail Store,2,5049.0,5049.0,0.0,0.0,10098.0,4999.2,5098.8,0,Baseline / None,Retail Standard
TXN_000920,2024-04-20,CST_0385,PRD_113,Consumer Electronics,North,E-Commerce Marketplace,3,30999.0,30999.0,0.0,0.0,92997.0,86625.06,6371.94,0,Baseline / None,Retail Platinum
TXN_000921,2024-08-16,CST_0592,PRD_129,Apparel & Fashion  ,Central,E-Commerce Direct,1,989.0,910.87,78.13,7.9,910.87,587.16,323.71,0,Baseline / None,Retail Standard
TXN_000922,2024-01-02,CST_0035,PRD_138,Home & Kitchen,Central,E-Commerce Marketplace,3,9449.0,6614.3,2834.7,30.0,19842.9,18549.12,1293.78,1,EOSS Clearance,Retail Gold
TXN_000923,2024-10-12,CST_0108,PRD_110,Consumer Electronics,Central,Quick-Commerce,4,29499.0,25074.15,4424.85,15.0,100296.6,113438.64,-13142.04,1,Navratri Special,Retail Silver
TXN_000924,2025-05-12,CST_0165,PRD_110,Consumer Electronics,North-East,Physical Retail Store,2,29499.0,29499.0,0.0,0.0,58998.0,53149.94,5848.06,0,Baseline / None,Retail Standard
TXN_000925,2024-12-03,CST_0096,PRD_144,Home & Kitchen,Central,Physical Retail Store,1,9729.0,9729.0,0.0,0.0,9729.0,6109.72,3619.28,0,Baseline / None,Retail Standard
TXN_000926,2025-08-28,CST_0629,PRD_162,Footwear,East,Physical Retail Store,3,2449.0,2449.0,0.0,0.0,7347.0,4630.02,2716.98,0,Baseline / None,Retail Silver
TXN_000927,2025-04-11,CST_0442,PRD_122,Apparel & Fashion,Central,E-Commerce Direct,82,749.0,639.65,109.35,14.6,52451.3,27330.48,25120.82,0,Baseline / None,B2B Enterprise
TXN_000928,2024-06-28,CST_0055,PRD_113,Consumer Electronics,West,E-Commerce Direct,3,30999.0,30999.0,0.0,0.0,92997.0,82905.18,10091.82,0,Baseline / None,Retail Standard
TXN_000929,2025-07-18,CST_0420,PRD_171,Beauty & Cosmetics,Central,Physical Retail Store,4,3379.0,3379.0,0.0,0.0,13516.0,6753.2,6762.8,0,Baseline / None,Retail Standard
TXN_000930,2025-02-20,CST_0272,PRD_137,Home & Kitchen,North-East,E-Commerce Marketplace,18,969.0,817.84,151.16,15.6,14721.12,11498.57,3222.55,0,Baseline / None,B2B SMB
TXN_000931,2024-01-01,CST_0403,PRD_174,Beauty & Cosmetics,South,E-Commerce Marketplace,3,2249.0,2111.81,137.19,6.1,6335.43,3518.78,2816.65,0,Baseline / None,Retail Standard
TXN_000932,2024-09-21,CST_0004,PRD_155,FMCG & Personal Care,East,Physical Retail Store,4,412.12,362.67,49.45,12.0,1450.68,1372.29,78.39,1,Flash Wednesday,Retail Platinum
TXN_000933,2025-04-25,CST_0678,PRD_162,Footwear,North,E-Commerce Marketplace,1,2449.0,2270.22,178.78,7.3,2270.22,1716.02,554.2,0,Baseline / None,Retail Silver
TXN_000934,2024-03-12,CST_0175,PRD_138,Home & Kitchen,North-East,E-Commerce Marketplace,4,9449.0,9449.0,0.0,0.0,37796.0,26206.2,11589.8,0,Baseline / None,Retail Platinum
TXN_000935,2024-11-16,CST_0119,PRD_140,Home & Kitchen,West,E-Commerce Direct,2,5239.0,5239.0,0.0,0.0,10478.0,7873.8,2604.2,0,Baseline / None,Retail Standard
TXN_000936,2025-12-02,CST_0272,PRD_112,Consumer Electronics,North-East,Physical Retail Store,112,20759.0,19368.15,1390.85,6.7,2169232.8,2069289.32,99943.48,0,Baseline / None,B2B SMB
TXN_000937,2025-11-13,CST_0397,PRD_124,Apparel & Fashion,North-East,E-Commerce Direct,1,1969.0,1482.66,486.34,24.7,1482.66,1011.59,471.07,1,Festive Dhamaka,Retail Silver
TXN_000938,2025-12-25,CST_0046,PRD_134,Home & Kitchen,East,E-Commerce Direct,3,2599.0,2599.0,0.0,0.0,7797.0,5002.92,2794.08,0,Baseline / None,Retail Silver
TXN_000939,2025-07-21,CST_0276,PRD_173,Beauty & Cosmetics,East,Physical Retail Store,2,1209.0,846.3,362.7,30.0,1692.6,1275.79,416.81,1,EOSS Clearance,Retail Silver
TXN_000940,2025-09-05,CST_0714,PRD_113,Consumer Electronics,East,Physical Retail Store,4,30999.0,27279.12,3719.88,12.0,109116.48,104836.42,4280.06,1,Flash Wednesday,Retail Silver
TXN_000941,2025-05-13,CST_0353,PRD_170,Beauty & Cosmetics,Central,E-Commerce Direct,1,1459.0,1459.0,0.0,0.0,1459.0,577.24,881.76,0,Baseline / None,
TXN_000942,2024-08-14,CST_0233,PRD_171,Beauty & Cosmetics,East,Physical Retail Store,4,3379.0,2973.52,405.48,12.0,11894.08,6672.1,5221.98,1,Flash Wednesday,Retail Standard
TXN_000943,2024-05-28,CST_0397,PRD_167,Beauty & Cosmetics,North-East,Quick-Commerce,3,679.0,679.0,0.0,0.0,2037.0,1145.76,891.24,0,Baseline / None,Retail Silver
TXN_000944,2024-04-13,CST_0549,PRD_161,Footwear,Central,Quick-Commerce,4,4999.0,4999.0,0.0,0.0,19996.0,11371.8,8624.2,0,Baseline / None,Retail Standard
TXN_000945,2024-09-29,CST_0242,PRD_161,Footwear,West,E-Commerce Direct,4,4999.0,4999.0,0.0,0.0,19996.0,10571.96,9424.04,0,Baseline / None,Retail Silver
TXN_000946,2024-01-28,CST_0732,PRD_105,Consumer Electronics,North,E-Commerce Marketplace,3,40069.0,40069.0,0.0,0.0,120207.0,112897.53,7309.47,0,Baseline / None,Retail Standard
TXN_000947,2024-10-19,CST_0694,PRD_119,Apparel & Fashion,East,E-Commerce Marketplace,4,1939.0,1541.51,397.49,20.5,6166.04,4915.87,1250.17,1,Navratri Special,Retail Gold
TXN_000948,2024-06-25,CST_0172,PRD_128,Apparel & Fashion,East,Physical Retail Store,2,3229.0,3229.0,0.0,0.0,6458.0,2684.1,3773.9,0,Baseline / None,Retail Silver
TXN_000949,2024-09-25,CST_0130,PRD_106,Consumer Electronics,North,Physical Retail Store,41,3789.0,3031.2,757.8,20.0,124279.2,127853.58,-3574.38,0,Baseline / None,B2B Enterprise
TXN_000950,2024-04-14,CST_0700,PRD_156,Footwear,Central,Physical Retail Store,4,2309.0,2309.0,0.0,0.0,9236.0,5735.36,3500.64,0,Baseline / None,Retail Standard
TXN_000951,2025-05-08,CST_0643,PRD_119,Apparel & Fashion,North,E-Commerce Marketplace,108,1939.0,1739.28,199.72,10.3,187842.24,135505.05,52337.19,0,Baseline / None,B2B SMB
TXN_000952,2025-11-26,CST_0745,PRD_109,Consumer Electronics,North,Physical Retail Store,1,21519.0,17215.2,4303.8,20.0,17215.2,18668.26,-1453.06,1,Festive Dhamaka,Retail Gold
TXN_000953,2024-07-28,CST_0566,PRD_142,Home & Kitchen,South,Quick-Commerce,1,4899.0,4899.0,0.0,0.0,4899.0,3918.37,980.63,0,Baseline / None,Retail Standard
TXN_000954,2025-03-22,CST_0013,PRD_167,Beauty & Cosmetics,West,Quick-Commerce,4,679.0,679.0,0.0,0.0,2716.0,1527.68,1188.32,0,Baseline / None,Retail Standard
TXN_000955,2025-12-20,CST_0116,PRD_154,FMCG & Personal Care,West,E-Commerce Direct,2,619.0,544.72,74.28,12.0,1089.44,948.15,141.29,1,Flash Wednesday,Retail Silver
TXN_000956,2025-05-06,CST_0597,PRD_113,consumer_electronics,East,Physical Retail Store,3,30999.0,30999.0,0.0,0.0,92997.0,79185.3,13811.7,0,Baseline / None,Retail Platinum
TXN_000957,2024-07-02,CST_0577,PRD_113,Consumer Electronics,East,E-Commerce Direct,97,30999.0,28829.07,2169.93,7.0,2796419.79,2661657.33,134762.46,0,Baseline / None,B2B SMB
TXN_000958,2025-01-09,CST_0421,PRD_134,Home & Kitchen,South,Quick-Commerce,1,2599.0,1819.3,779.7,30.0,1819.3,1670.24,149.06,1,EOSS Clearance,Retail Gold
TXN_000959,2025-05-25,CST_0498,PRD_174,Beauty & Cosmetics,North-East,E-Commerce Direct,2,2249.0,2181.53,67.47,3.0,4363.06,2189.46,2173.6,0,Baseline / None,Retail Silver
TXN_000960,2025-09-21,CST_0283,PRD_152,FMCG & Personal Care,Central,E-Commerce Direct,2,509.0,447.92,61.08,12.0,895.84,817.37,78.47,1,Flash Wednesday,Retail Standard
TXN_000961,2024-12-25,CST_0711,PRD_152,FMCG & Personal Care,West,E-Commerce Direct,3,509.0,447.92,61.08,12.0,1343.76,1226.05,117.71,1,Flash Wednesday,Retail Silver
TXN_000962,2024-05-31,CST_0340,PRD_131,Home & Kitchen,Central,E-Commerce Marketplace,2,5599.0,4927.12,671.88,12.0,9854.24,8409.51,1444.73,1,Flash Wednesday,Retail Gold
TXN_000963,2024-10-09,CST_0276,PRD_148,FMCG & Personal Care,East,Physical Retail Store,3,1039.0,883.15,155.85,15.0,2649.45,2395.19,254.26,1,Navratri Special,Retail Silver
TXN_000964,2024-06-11,CST_0311,PRD_140,Home & Kitchen,North,Physical Retail Store,62,5239.0,4295.98,943.02,18.0,266350.76,228171.72,38179.04,0,Baseline / None,B2B Enterprise
TXN_000965,2025-07-09,CST_0504,PRD_113,Consumer Electronics,Central,Physical Retail Store,2,30999.0,30999.0,0.0,0.0,61998.0,52790.2,9207.8,0,Baseline / None,Retail Standard
TXN_000966,2024-12-16,CST_0308,PRD_157,Footwear,Central,Physical Retail Store,4,5629.0,5629.0,0.0,0.0,22516.0,11360.2,11155.8,0,Baseline / None,Retail Standard
TXN_000967,2025-04-15,CST_0329,PRD_135,Home & Kitchen,North,Physical Retail Store,4,1799.0,1799.0,0.0,0.0,7196.0,4116.8,3079.2,0,Baseline / None,Retail Gold
TXN_000968,2024-07-01,CST_0620,PRD_112,Consumer Electronics,North,Physical Retail Store,2,20759.0,14531.3,6227.7,30.0,29062.6,36467.91,-7405.31,1,EOSS Clearance,Retail Standard
TXN_000969,2025-08-23,CST_0217,PRD_153,FMCG & Personal Care,North,E-Commerce Direct,3,1189.0,1189.0,0.0,0.0,3567.0,3041.25,525.75,0,Baseline / None,Retail Platinum
TXN_000970,2025-01-12,CST_0383,PRD_108,Consumer Electronics,West,E-Commerce Direct,4,13859.0,13859.0,0.0,0.0,55436.0,52756.2,2679.8,0,Baseline / None,Retail Gold
TXN_000971,2025-03-08,CST_0519,PRD_152,FMCG & Personal Care,North,E-Commerce Marketplace,1,509.0,447.92,61.08,12.0,447.92,426.6,21.32,1,Flash Wednesday,Retail Silver
TXN_000972,2025-03-21,CST_0583,PRD_104,Consumer Electronics,Central,E-Commerce Direct,4,6129.0,6129.0,0.0,0.0,24516.0,21657.0,2859.0,0,Baseline / None,Retail Standard
TXN_000973,2024-10-20,CST_0206,PRD_108,consumer_electronics,North-East,E-Commerce Direct,2,13859.0,11087.2,2771.8,20.0,22174.4,25879.18,-3704.78,1,Festive Dhamaka,Retail Gold
TXN_000974,2024-09-06,CST_0722,PRD_126,Apparel & Fashion,North-East,Physical Retail Store,3,4869.0,4869.0,0.0,0.0,14607.0,6499.74,8107.26,0,Baseline / None,Retail Gold
TXN_000975,2024-10-28,CST_0476,PRD_165,Footwear,Central,E-Commerce Direct,4,839.0,713.15,125.85,15.0,2852.6,1961.81,890.79,1,Navratri Special,Retail Standard
TXN_000976,2024-03-10,CST_0248,PRD_148,FMCG & Personal Care,South,E-Commerce Marketplace,4,1039.0,1039.0,0.0,0.0,4156.0,3557.24,598.76,0,Baseline / None,Retail Silver
TXN_000977,2024-12-29,CST_0486,PRD_171,Beauty & Cosmetics,West,E-Commerce Direct,77,3379.0,2743.75,635.25,18.8,211268.75,136004.14,75264.61,0,Baseline / None,B2B SMB
TXN_000978,2025-10-22,CST_0265,PRD_112,Consumer Electronics,West,E-Commerce Marketplace,95,20759.0,13078.17,7680.83,37.0,1242426.15,1824717.45,-582291.3,1,Festive Dhamaka,B2B SMB
TXN_000979,2024-07-10,CST_0586,PRD_128,Apparel & Fashion,North,E-Commerce Marketplace,19,3229.0,2973.91,255.09,7.9,56504.29,29776.96,26727.33,0,Baseline / None,B2B SMB
TXN_000980,2024-12-10,CST_0276,PRD_153,FMCG & Personal Care,East,Quick-Commerce,4,1189.0,1189.0,0.0,0.0,4756.0,4245.24,510.76,0,Baseline / None,Retail Silver
TXN_000981,2025-05-17,CST_0699,PRD_102,Consumer Electronics,West,Physical Retail Store,4,48249.0,48249.0,0.0,0.0,192996.0,167932.4,25063.6,0,Baseline / None,Retail Gold
TXN_000982,2024-01-05,CST_0136,PRD_123,Apparel & Fashion,Central,Physical Retail Store,1,1739.0,1530.32,208.68,12.0,1530.32,802.54,727.78,1,Flash Wednesday,Retail Gold
TXN_000983,2024-11-06,CST_0259,PRD_140,Home & Kitchen,East,Physical Retail Store,68,5239.0,4185.96,1053.04,20.1,284645.28,249878.78,34766.5,0,Baseline / None,B2B Enterprise
TXN_000984,2024-08-24,CST_0282,PRD_155,FMCG & Personal Care,West,E-Commerce Direct,1,412.12,412.12,0.0,0.0,412.12,362.03,50.09,0,Baseline / None,Retail Platinum
TXN_000985,2025-08-07,CST_0471,PRD_133,Home & Kitchen,Central,E-Commerce Marketplace,2,4299.0,4299.0,0.0,0.0,8598.0,6217.8,2380.2,0,Baseline / None,Retail Standard
TXN_000986,2025-03-24,CST_0534,PRD_151,FMCG & Personal Care,North-East,E-Commerce Direct,3,185.14,171.07,14.07,7.6,513.21,437.51,75.7,0,Baseline / None,Retail Standard
TXN_000987,2024-04-17,CST_0679,PRD_148,FMCG & Personal Care,East,Physical Retail Store,99,1039.0,919.51,119.49,11.5,91031.49,79221.33,11810.16,0,Baseline / None,B2B SMB
TXN_000988,2025-12-17,CST_0609,PRD_137,Home & Kitchen,West,E-Commerce Direct,72,969.0,794.58,174.42,18.0,57209.76,43488.16,13721.6,0,Baseline / None,B2B SMB
TXN_000989,2025-03-13,CST_0066,PRD_144,Home & Kitchen,Central,Physical Retail Store,2,9729.0,9729.0,0.0,0.0,19458.0,12219.44,7238.56,0,Baseline / None,Retail Standard
TXN_000990,2025-04-01,CST_0656,PRD_142,Home & Kitchen,Central,Physical Retail Store,2,4899.0,4899.0,0.0,0.0,9798.0,7052.9,2745.1,0,Baseline / None,Retail Gold
TXN_000991,2025-11-26,CST_0268,PRD_139,Home & Kitchen,South,Physical Retail Store,40,10229.0,7354.65,2874.35,28.1,294186.0,288090.9,6095.1,1,Festive Dhamaka,B2B SMB
TXN_000992,2025-07-17,CST_0247,PRD_108,Consumer Electronics,West,Physical Retail Store,1,13859.0,13859.0,0.0,0.0,13859.0,12634.69,1224.31,0,Baseline / None,Retail Standard
TXN_000993,2025-03-14,CST_0615,PRD_152,FMCG & Personal Care,North,Physical Retail Store,1,509.0,509.0,0.0,0.0,509.0,393.82,115.18,0,Baseline / None,Retail Platinum
TXN_000994,2024-04-20,CST_0698,PRD_118,Apparel & Fashion,East,E-Commerce Direct,1,4849.0,4849.0,0.0,0.0,4849.0,2319.38,2529.62,0,Baseline / None,Retail Platinum
TXN_000995,2024-07-09,CST_0303,PRD_134,Home & Kitchen,West,E-Commerce Direct,2,2599.0,2599.0,0.0,0.0,5198.0,3335.28,1862.72,0,Baseline / None,Retail Silver
TXN_000996,2025-02-08,CST_0598,PRD_174,Beauty & Cosmetics,Central,E-Commerce Direct,2,2249.0,2249.0,0.0,0.0,4498.0,2201.6,2296.4,0,Baseline / None,Retail Standard
TXN_000997,2025-11-08,CST_0731,PRD_129,Apparel & Fashion,North,E-Commerce Marketplace,4,989.0,989.0,0.0,0.0,3956.0,2535.0,1421.0,0,Baseline / None,Retail Silver
TXN_000998,2024-01-08,CST_0688,PRD_146,FMCG & Personal Care,South,Physical Retail Store,1,286.53,286.53,0.0,0.0,286.53,212.9,73.63,0,Baseline / None,Retail Standard
TXN_000999,2025-06-12,CST_0674,PRD_172,Beauty & Cosmetics,South,E-Commerce Direct,1,1889.0,1821.0,68.0,3.6,1821.0,994.72,826.28,0,Baseline / None,Retail Standard
TXN_001000,2025-05-10,CST_0132,PRD_134,Home & Kitchen,West,E-Commerce Direct,2,2599.0,2599.0,0.0,0.0,5198.0,3335.28,1862.72,0,Baseline / None,Retail Gold
TXN_001001,2024-06-11,CST_0188,PRD_143,Home & Kitchen,South,Physical Retail Store,3,4659.0,4659.0,0.0,0.0,13977.0,9476.01,4500.99,0,Baseline / None,Retail Gold
TXN_001002,2024-03-12,CST_0228,PRD_146,FMCG & Personal Care,South,E-Commerce Marketplace,2,286.53,286.53,0.0,0.0,573.06,471.64,101.42,0,Baseline / None,Retail Standard
TXN_001003,2025-05-23,CST_0431,PRD_143,Home & Kitchen,North,Physical Retail Store,1,4659.0,4659.0,0.0,0.0,4659.0,3158.67,1500.33,0,Baseline / None,Retail Silver
TXN_001004,2025-02-18,CST_0600,PRD_138,Home & Kitchen,Central,Physical Retail Store,3,9449.0,9449.0,0.0,0.0,28347.0,17386.89,10960.11,0,Baseline / None,Retail Standard
TXN_001005,2024-02-29,CST_0121,PRD_161,Footwear,Central,Physical Retail Store,2,4999.0,4399.12,599.88,12.0,8798.24,4826.07,3972.17,1,Flash Wednesday,Retail Platinum
TXN_001006,2025-07-23,CST_0650,PRD_175,Beauty & Cosmetics,West,E-Commerce Direct,1,463.73,463.73,0.0,0.0,463.73,247.76,215.97,0,Baseline / None,Retail Silver
TXN_001007,2024-01-26,CST_0200,PRD_165,Footwear,North-East,Quick-Commerce,2,839.0,587.3,251.7,30.0,1174.6,1005.24,169.36,1,EOSS Clearance,Retail Gold
TXN_001008,2025-06-15,CST_0698,PRD_149,FMCG & Personal Care,East,Physical Retail Store,3,749.0,749.0,0.0,0.0,2247.0,1765.86,481.14,0,Baseline / None,Retail Platinum
TXN_001009,2025-03-23,CST_0424,PRD_107,Consumer Electronics,Central,E-Commerce Direct,4,54529.0,50766.5,3762.5,6.9,203066.0,205586.58,-2520.58,0,Baseline / None,Retail Standard
TXN_001010,2025-06-09,CST_0206,PRD_144,Home & Kitchen,North-East,E-Commerce Marketplace,3,9729.0,9729.0,0.0,0.0,29187.0,20664.12,8522.88,0,Baseline / None,Retail Gold
TXN_001011,2025-01-18,CST_0469,PRD_119,Apparel & Fashion,West,Physical Retail Store,3,1939.0,1357.3,581.7,30.0,4071.9,3289.31,782.59,1,EOSS Clearance,
TXN_001012,2024-01-19,CST_0733,PRD_124,Apparel & Fashion,North,E-Commerce Marketplace,3,1969.0,1969.0,0.0,0.0,5907.0,3402.36,2504.64,0,Baseline / None,Retail Standard
TXN_001013,2025-02-22,CST_0182,PRD_141,Home & Kitchen,North,Physical Retail Store,3,11339.0,11339.0,0.0,0.0,34017.0,21439.98,12577.02,0,Baseline / None,Retail Gold
TXN_001014,2025-09-03,CST_0005,PRD_158,Footwear,West,E-Commerce Direct,57,4089.0,3782.33,306.67,7.5,215592.81,122686.78,92906.03,0,Baseline / None,B2B SMB
TXN_001015,2024-02-13,CST_0173,PRD_174,Beauty & Cosmetics,East,E-Commerce Marketplace,1,2249.0,2249.0,0.0,0.0,2249.0,1190.76,1058.24,0,Baseline / None,Retail Standard
TXN_001016,2025-01-15,CST_0091,PRD_117,Apparel & Fashion,Central,Physical Retail Store,116,889.0,775.21,113.79,12.8,89924.36,41644.06,48280.3,0,Baseline / None,B2B Enterprise
TXN_001017,2024-02-19,CST_0414,PRD_155,FMCG & Personal Care,East,Physical Retail Store,4,412.12,412.12,0.0,0.0,1648.48,1382.18,266.3,0,Baseline / None,Retail Standard
TXN_001018,2024-06-12,CST_0393,PRD_101,Consumer Electronics,North-East,Physical Retail Store,2,25909.0,22799.92,3109.08,12.0,45599.84,42953.41,2646.43,1,Flash Wednesday,Retail Gold
TXN_001019,2024-05-07,CST_0205,PRD_148,FMCG & Personal Care,South,E-Commerce Direct,4,1039.0,1039.0,0.0,0.0,4156.0,3391.0,765.0,0,Baseline / None,Retail Gold
TXN_001020,2025-04-07,CST_0544,PRD_125,Apparel & Fashion,East,Physical Retail Store,4,2999.0,2639.12,359.88,12.0,10556.48,6682.1,3874.38,1,Flash Wednesday,Retail Gold
TXN_001021,2024-07-05,CST_0005,PRD_132,Home & Kitchen,West,Physical Retail Store,25,10929.0,6830.62,4098.38,37.5,170765.5,178735.52,-7970.02,1,EOSS Clearance,B2B SMB
TXN_001022,2024-07-08,CST_0353,PRD_140,Home & Kitchen,Central,Physical Retail Store,2,5239.0,3667.3,1571.7,30.0,7334.6,7297.51,37.09,1,EOSS Clearance,Retail Gold
TXN_001023,2024-10-10,CST_0393,PRD_165,Footwear,North-East,E-Commerce Direct,2,839.0,839.0,0.0,0.0,1678.0,1003.56,674.44,0,Baseline / None,Retail Gold
TXN_001024,2024-10-13,CST_0306,PRD_138,home_&_kitchen,South,Physical Retail Store,4,9449.0,7559.2,1889.8,20.0,30236.8,22804.56,7432.24,1,Festive Dhamaka,Retail Gold
TXN_001025,2024-06-19,CST_0537,PRD_144,Home & Kitchen,Central,Physical Retail Store,3,9729.0,9729.0,0.0,0.0,29187.0,,10857.84,0,Baseline / None,Retail Standard
TXN_001026,2025-07-10,CST_0704,PRD_118,Apparel & Fashion,Central,E-Commerce Marketplace,3,4849.0,3394.3,1454.7,30.0,10182.9,6972.69,3210.21,1,EOSS Clearance,Retail Platinum
TXN_001027,2025-05-18,CST_0368,PRD_125,Apparel & Fashion,North-East,E-Commerce Direct,3,2999.0,2999.0,0.0,0.0,8997.0,5425.44,3571.56,0,Baseline / None,Retail Standard
TXN_001028,2024-05-04,CST_0414,PRD_103,Consumer Electronics,East,E-Commerce Direct,3,12249.0,12249.0,0.0,0.0,36747.0,35071.35,1675.65,0,Baseline / None,Retail Standard
TXN_001029,2025-04-02,CST_0135,PRD_128,Apparel & Fashion,East,Physical Retail Store,2,3229.0,3229.0,0.0,0.0,6458.0,2684.1,3773.9,0,Baseline / None,Retail Silver
TXN_001030,2024-07-15,CST_0604,PRD_165,Footwear,North,E-Commerce Marketplace,3,839.0,587.3,251.7,30.0,1761.9,1507.86,254.04,1,EOSS Clearance,Retail Platinum
TXN_001031,2025-07-25,CST_0667,PRD_105,Consumer Electronics,Central,Physical Retail Store,2,40069.0,28048.3,12020.7,30.0,56096.6,67651.91,-11555.31,1,EOSS Clearance,Retail Standard
TXN_001032,2024-06-21,CST_0656,PRD_133,Home & Kitchen,Central,E-Commerce Direct,2,4299.0,4299.0,0.0,0.0,8598.0,5873.88,2724.12,0,Baseline / None,Retail Gold
TXN_001033,2025-09-25,CST_0609,PRD_107,Consumer Electronics,West,Physical Retail Store,117,54529.0,48476.28,6052.72,11.1,5671724.76,,-90697.7,0,Baseline / None,B2B SMB
TXN_001034,2024-01-04,CST_0670,PRD_103,Consumer Electronics,North,E-Commerce Marketplace,15,12249.0,6124.5,6124.5,50.0,91867.5,170763.38,-78895.88,1,EOSS Clearance,B2B Enterprise
TXN_001035,2024-05-25,CST_0455,PRD_149,FMCG & Personal Care,West,Physical Retail Store,2,749.0,659.12,89.88,12.0,1318.24,1168.25,149.99,1,Flash Wednesday,Retail Standard
TXN_001036,2025-08-30,CST_0259,PRD_161,Footwear,East,Physical Retail Store,83,4999.0,3994.2,1004.8,20.1,331518.6,198601.57,132917.03,0,Baseline / None,B2B Enterprise
TXN_001037,2024-07-30,CST_0211,PRD_102,Consumer Electronics,North-East,Physical Retail Store,4,48249.0,33774.3,14474.7,30.0,135097.2,165037.46,-29940.26,1,EOSS Clearance,Retail Standard
TXN_001038,2025-03-22,CST_0678,PRD_113,Consumer Electronics,North,Physical Retail Store,3,30999.0,30999.0,0.0,0.0,92997.0,79185.3,13811.7,0,Baseline / None,Retail Silver
TXN_001039,2025-02-04,CST_0277,PRD_118,Apparel & Fashion,South,E-Commerce Direct,3,4849.0,4849.0,0.0,0.0,14547.0,6958.14,7588.86,0,Baseline / None,Retail Silver
TXN_001040,2025-03-27,CST_0524,PRD_116,Apparel & Fashion,West,Physical Retail Store,92,3269.0,3036.9,232.1,7.1,279394.8,169124.06,110270.74,0,Baseline / None,B2B SMB
TXN_001041,2025-02-19,CST_0109,PRD_164,Footwear,South,E-Commerce Direct,2,5049.0,4741.01,307.99,6.1,9482.02,5347.68,4134.34,0,Baseline / None,Retail Gold
TXN_001042,2024-07-11,CST_0270,PRD_167,Beauty & Cosmetics,East,Physical Retail Store,4,679.0,679.0,0.0,0.0,2716.0,1310.4,1405.6,0,Baseline / None,Retail Standard
TXN_001043,2025-05-29,CST_0420,PRD_138,Home & Kitchen,Central,Quick-Commerce,4,9449.0,9449.0,0.0,0.0,37796.0,26206.2,11589.8,0,Baseline / None,Retail Standard
TXN_001044,2025-08-21,CST_0562,PRD_164,Footwear,Central,E-Commerce Direct,2,5049.0,5049.0,0.0,0.0,10098.0,5403.12,4694.88,0,Baseline / None,Retail Platinum
